"Season","Album","Plays"
"Fall","Ennio Morricone ~ Il buono, il brutto, il cattivo (The Good, the Bad & the Ugly) [The Complete Original Motion Picture Soundtrack]",1
"Fall","Beastie Boys ~ Ill Communication",1
"Fall","21 Savage ~ Immortal - Single",1
"Fall","Guards ~ In Guards We Trust",1
"Fall","Coheed and Cambria ~ In Keeping Secrets of Silent Earth: 3",1
"Fall","The Used ~ In Love and Death",1
"Fall","Bedroom ~ In My Head - Single",1
"Fall","Vance Joy ~ In Our Own Sweet Time",1
"Fall","The Naked and Famous ~ In Rolling Waves",1
"Fall","Sam Smith ~ In the Lonely Hour (Drowning Shadows Edition)",1
"Fall","Lance Skiiiwalker ~ In the World (feat. Nick Hakim) - Single",1
"Fall","iann dior ~ Industry Plant",1
"Fall","Coldplay ~ Infinity Station Sessions",1
"Fall","Kodak Black ~ Institution",1
"Fall","Fugazi ~ Instrument",1
"Fall","The Strokes ~ Is This It",1
"Fall","KR Official ~ It Could Happen",1
"Fall","Thundercat ~ It Is What It Is",1
"Fall","Nas ~ It Was Written",1
"Fall","Jack Johnson ~ Jack Johnson and Friends: Sing-A-Longs and Lullabies for the Film Curious George",1
"Fall","Jan & Dean ~ Jan & Dean's Golden Hits, Vol. 1",1
"Fall","Queen ~ Jazz",1
"Fall","Justin Bieber ~ Journals",1
"Fall","Band Aid ~ Julmusik 100 klassiker",1
"Fall","LION BABE ~ Jump Hi (Remixes) [feat. Childish Gambino] - Single",1
"Fall","Cosmo Pyke ~ Just Cosmo",1
"Fall","M.I.A. ~ Kala",1
"Fall","The Chainsmokers ~ Kanye (feat. sirenxx) - Single",1
"Fall","Travie McCoy ~ Keep On Keeping On (feat. Brendon Urie) - Single",1
"Fall","Das ~ Kill",1
"Fall","Kill Jasper ~ Kill Intro - Single",1
"Fall","The Jealous Sound ~ Kill Them With Kindness",1
"Fall","Jack Harlow, Eminem, Cordae ~ Killer (Remix) - Single",1
"Fall","ALLBLACK ~ KimSon",1
"Fall","Basement Jaxx ~ Kish Kash",1
"Fall","Starship ~ Knee Deep in the Hoopla",1
"Fall","Major Lazer ~ Know No Better",1
"Fall","Kris Allen ~ Kris Allen",1
"Fall","Bright Eyes ~ LIFTED or the Story Is in the Soil, Keep Your Ear to the Ground",1
"Fall","Jennifer Lopez ~ LOVE?",1
"Fall","George Michael ~ Ladies & Gentlemen: The Best of George Michael",1
"Fall","Lupe Fiasco ~ Lasers",1
"Fall","Wham! ~ Last Christmas - Single",1
"Fall","Uno Hype ~ Leave (feat. Amal Marie) - Single",1
"Fall","Daughtry ~ Leave This Town",1
"Fall","Bob Marley ~ Legend: The Best of Bob Marley and the Wailers",1
"Fall","Meek Mill ~ Legends of the Summer",1
"Fall","Roddy Ricch, Internet Money, Don Toliver ~ Lemonade (Remix) - Single",1
"Fall","Frank Ocean ~ Lens - Single",1
"Fall","Lizzo, Caroline Smith ~ Let 'em Say - Single",1
"Fall","Joey Bada$$ ~ Let It Breathe - Single",1
"Fall","Ne-Yo ~ Let Me Love You (Until You Learn to Love Yourself) - Single",1
"Fall","The Drifters ~ Let the Boogie-Woogie Roll: Greatest Hits 1953-1958",1
"Fall","Moon Taxi ~ Let the Record Play",1
"Fall","J. Cole ~ Lewis Street - Single",1
"Fall","Beastie Boys ~ Licensed to Ill",1
"Fall","Rich Gang ~ Lifestyle (feat. Young Thug & Rich Homie Quan) - Single",1
"Fall","Aloe Blacc ~ Lift Your Spirit",1
"Fall","KYLE ~ Light of Mine",1
"Fall","Ellie Goulding ~ Lights",1
"Fall","Yellowcard ~ Lights and Sounds",1
"Fall","Lil Yachty ~ Lil Boat 3",1
"Fall","Playboi Carti, Lil Yachty, Future ~ Lil Boat 3.5",1
"Fall","Lil Pump ~ Lil Pump",1
"Fall","Gmac Cash ~ Lions Won - Single",1
"Fall","David Guetta ~ Listen",1
"Fall","Casey Veggies ~ Live & Grow",1
"Fall","Baka Not Nice ~ Live Up To My Name - Single",1
"Fall","Baltimora ~ Living In the Background",1
"Fall","Tory Lanez ~ LoVE me NOw (ReLoAdeD)",1
"Fall","Anderson .Paak ~ Lockdown - Single",1
"Fall","Clipse ~ Lord Willin'",1
"Fall","HONNE ~ Love Me / Love Me Not",1
"Fall","The Isley Brothers ~ Love Songs",1
"Fall","KONGOS ~ Lunatic",1
"Fall","Nick Grant ~ Luxury Vintage Rap - Single",1
"Fall","CHASE B ~ MAYDAY (feat. Sheck Wes & Young Thug) - Single",1
"Fall","Smino ~ MLK Dr - Single",1
"Fall","JAY-Z ~ MTV Unplugged: Jay-Z",1
"Fall","Wiz Khalifa, Snoop Dogg ~ Mac and Devin Go to High School (Music from and Inspired By the Movie)",1
"Fall","Sir Mix-A-Lot ~ Mack Daddy",1
"Fall","Swae Lee ~ Madden NFL 22: The Soundtrack",1
"Fall","Nile Waters ~ Made for Me (feat. Campana & Parisalexa) - Single",1
"Fall","Olympic Ayres ~ Magic - Single",1
"Fall","Large Professor ~ Main Source (Instrumentals)",1
"Fall","Aries ~ Make Me Feel Better - Single",1
"Fall","PUBLIC ~ Make You Mine - Single",1
"Fall","Gotye ~ Making Mirrors",1
"Fall","Kid Cudi, Kanye West ~ Man On the Moon, Vol. II: The Legend of Mr. Rager",1
"Fall","Mariah Carey ~ Mariah Carey's Magical Christmas Special (Apple TV+ Original Soundtrack)",1
"Fall","Maxo Kream ~ Mars (feat. Lil Uzi Vert) - Single",1
"Fall","My Chemical Romance ~ May Death Never Stop You",1
"Fall","Danny L Harle ~ Me4U (feat. Morrie) [A. G. Cook Remix] - Single",1
"Fall","Foo Fighters ~ Medicine At Midnight",1
"Fall","Pop Smoke ~ Meet the Woo 2",1
"Fall","Tommy Richman ~ Melba - Single",1
"Fall","Ozzy Osbourne ~ Memoirs of a Madman",1
"Fall","Chance the Rapper ~ Merry Christmas Lil Mama: The Gift That Keeps on Giving",1
"Fall","Chavo ~ Michigan - Single",1
"Fall","DJ Luke Nasty ~ Might Be (feat. PnB Rock) [Remix] - Single",1
"Fall","DJ Luke Nasty ~ Might Be - Single",1
"Fall","LINKIN PARK ~ Minutes to Midnight",1
"Fall","Justin Timberlake ~ Mirrors (Radio Edit) - Single",1
"Fall","kerri ~ Misery - Single",1
"Fall","Missy Elliott ~ Miss E...So Addictive",1
"Fall","Lil Ugly Mane ~ Mista Thug Isolation",1
"Fall","BWHITE5200 ~ MooN - Single",1
"Fall","DDG ~ Moonwalking in Calabasas - Single",1
"Fall","Chairlift ~ Moth",1
"Fall","Led Zeppelin ~ Mothership (Remastered)",1
"Fall","Calvin Harris ~ Motion",1
"Fall","Corbin ~ Mourn",1
"Fall","The All-American Rejects ~ Move Along",1
"Fall","The Byrds ~ Mr. Tambourine Man",1
"Fall","Luke Christopher ~ Ms. Holy Water - Single",1
"Fall","Flume ~ My Boo (feat. Vince Staples, Kucka, Ngaiire & Vera Blue) [triple j Like a Version] - Single",1
"Fall","Sizzla ~ My Girl (feat. XXXTENTACION) [Remix] - Single",1
"Fall","Verzache ~ My Head is a Moshpit",1
"Fall","YG ~ My Krazy Life",1
"Fall","$uicideboy$ ~ My Liver Will Handle What My Heart Can't",1
"Fall","Sean Kingston, Justin Bieber ~ My World 2.0",1
"Fall","Joji, BENEE ~ Nectar",1
"Fall","AJR ~ Neotheater",1
"Fall","Famous Dex ~ Nervous (feat. Lil Baby, Jay Critch & Rich the Kid) - Single",1
"Fall","Smino ~ New Coupe, Who Dis? (feat. Mick Jenkins) - Single",1
"Fall","Bad Religion ~ New Maps of Hell",1
"Fall","Sada Baby ~ Next Up (feat. Tee Grizzley) - Single",1
"Fall","Imagine Dragons ~ Night Visions",1
"Fall","Ryan Lewis, Macklemore ~ No Equal, Vol. 3",1
"Fall","Kodak Black ~ No Flockin - Single",1
"Fall","Waka Flocka Flame ~ No Hands (feat. Roscoe Dash & Wale) - Single",1
"Fall","Charlie Heat, Ant Beale ~ No Rain No Flowers",1
"Fall","Common ~ Nobody's Smiling",1
"Fall","KiddNeutron ~ Nonstop - Single",1
"Fall","Frank Ocean ~ Novacane - Single",1
"Fall","Tommy Richman, KADOLEAF ~ Number9 - Single",1
"Fall","Lil Ugly Mane ~ Oblivion Access",1
"Fall","Owl City ~ Ocean Eyes",1
"Fall","Xscape ~ Off the Hook",1
"Fall","OK Go ~ Oh No",1
"Fall","Danny Brown ~ Old",1
"Fall","Lil Baby ~ On Me - Single",1
"Fall","Operation Ivy ~ Operation Ivy (2007 Remaster)",1
"Fall","Luniz ~ Operation Stackola",1
"Fall","OutKast ~ OutKast",1
"Fall","Moe ~ Outta There - Single",1
"Fall","Dave East ~ P2",1
"Fall","DJ Khaled ~ POPSTAR (feat. Drake) - Single",1
"Fall","Katy Perry ~ PRISM",1
"Fall","Story of the Year ~ Page Avenue",1
"Fall","Desiigner ~ Panda - Single",1
"Fall","T.I. ~ Paperwork",1
"Fall","StaySolidRocky, Lil Uzi Vert ~ Party Girl (Remix) - Single",1
"Fall","Miley Cyrus ~ Party In the U.S.A. - Single",1
"Fall","Lil Uzi Vert, Future ~ Patek - Single",1
"Fall","Vince Guaraldi Trio ~ Peanuts Greatest Hits (Music from the TV Specials)",1
"Fall","Ray Vaughn ~ Peer Pressure - Single",1
"Fall","Tommy Richman ~ Pepsi Namco - Single",1
"Fall","Darude ~ Perfect Playlist Dance, Vol. 3",1
"Fall","Peter & Gordon ~ Peter and Gordon Plus",1
"Fall","2 Guys n the Parque ~ Phineas and Ferb (Songs from the TV Series)",1
"Fall","Status Quo ~ Picturesque Matchstickable Messages from the Status Quo",1
"Fall","Madlib, Freddie Gibbs ~ Pinata",1
"Fall","Nicki Minaj ~ Pink Friday (Complete Edition)",1
"Fall","Nicki Minaj ~ Pink Friday ... Roman Reloaded",1
"Fall","Weezer ~ Pinkerton",1
"Fall","A Touch of Class ~ Planet Pop",1
"Fall","Tommy Richman ~ Pleasantville - Single",1
"Fall","Jack Stauber ~ Pop Food",1
"Fall","Kanye West ~ Pop Now - March 2006",1
"Fall","Panic! At the Disco ~ Pretty. Odd.",1
"Fall","Orchestre de la Suisse Romande, Ernest Ansermet ~ Prokofiev: Violin Concertos Nos.1 & 2 & Symphony No.5 & Romeo and Juliet",1
"Fall","Mustard, Migos ~ Pure Water - Single",1
"Fall","Ty Dolla $ign ~ Purple Emoji (feat. J. Cole) - Single",1
"Fall","Kid Cudi ~ Pursuit of Happiness (feat. MGMT & Ratatat) [Extended Steve Aoki Remix] - Single",1
"Fall","Imagine Dragons ~ Radioactive (feat. Kendrick Lamar) - Single",1
"Fall","Ramzoid ~ Rain - Single",1
"Fall","Zacari ~ Rainy Day (feat. Isaiah Rashad & Buddy) - Single",1
"Fall","Grant MacDonald ~ Ram Ranch",1
"Fall","YoungBoy Never Broke Again ~ Realer",1
"Fall","Pearl Jam ~ Rearviewmirror: Greatest Hits 1991-2003",1
"Fall","JAY-Z ~ Reasonable Doubt",1
"Fall","Skrillex ~ Recess",1
"Fall","Maroon 5 ~ Red Pill Blues",1
"Fall","Iyaz ~ Replay - Single",1
"Fall","VIC MENSA ~ Reverse (feat. G-Eazy) - Single",1
"Fall","Snap! ~ Rhythm Is a Dancer 2004",1
"Fall","Olly Murs ~ Right Place Right Time",1
"Fall","Bass Drum of Death ~ Rip This",1
"Fall","ALLBLACK ~ Road Run (feat. Shoreline Mafia) - Single",1
"Fall","Ryan Trey ~ Rollin - Single",1
"Fall","Wiz Khalifa ~ Rolling Papers",1
"Fall","Mac Dre ~ Ronald Dregan",1
"Fall","IShowSpeed ~ Ronaldo (SEWY) - Single",1
"Fall","The Royal Concept ~ Royal",1
"Fall","Fleetwood Mac ~ Rumours",1
"Fall","Nick Murphy ~ Run Fast Sleep Naked",1
"Fall","Kirk Knight ~ Run It Back (Freestyle) - Single",1
"Fall","""""Weird Al"""" Yankovic ~ Running With Scissors",1
"Fall","Kill Jasper ~ Rush - Single",1
"Fall","Eminem ~ SHADYXV",1
"Fall","602castncrew ~ SURF (feat. Mick Jenkins) [Single]",1
"Fall","Pooh Shiesty, Jack Harlow ~ SUVs (Black on Black) - Single",1
"Fall","Mac DeMarco ~ Salad Days",1
"Fall","Bellini ~ Samba de Janeiro - Single",1
"Fall","Tommy Richman ~ Sandman - Single",1
"Fall","Alicia Keys ~ Santa Baby",1
"Fall","Ariana Grande ~ Santa Tell Me - Single",1
"Fall","SiR ~ Satisfaction - Single",1
"Fall","Metro Boomin, 21 Savage ~ Savage Mode",1
"Fall","YS Lost ~ Say Hello - Single",1
"Fall","Skrillex ~ Scary Monsters and Nice Sprites",1
"Fall","The Script ~ Science & Faith",1
"Fall","Rockwell ~ Scream",1
"Fall","Sean Kingston ~ Sean Kingston",1
"Fall","ShooterGang Kony ~ Second Hand Smoke",1
"Fall","Yung Gravy ~ Sensational",1
"Fall","The Chords ~ Sh-Boom (Digitally Remastered) - Single",1
"Fall","Estelle ~ Shine",1
"Fall","Buddy ~ Shine - Single",1
"Fall","NLE Choppa ~ Shotta Flow (feat. Blueface) [Remix] - Single",1
"Fall","NLE Choppa ~ Shotta Flow 3 - Single",1
"Fall","AFI ~ Sing the Sorrow",1
"Fall","JID ~ Skegee - Single",1
"Fall","The Offspring ~ Smash (Remastered)",1
"Fall","Imagine Dragons ~ Smoke + Mirrors",1
"Fall","Drake ~ Sneakin' (feat. 21 Savage) - Single",1
"Fall","d-pow ~ Sneeze On a Bitch (feat. Ugly God) - Single",1
"Fall","Tony Bennett ~ Snowfall: The Tony Bennett Christmas Album",1
"Fall","Natalie La Rose ~ Somebody (feat. Jeremih) - Single",1
"Fall","Lil Tecca, Internet Money, A Boogie wit da Hoodie ~ Somebody - Single",1
"Fall","Wiz Khalifa ~ Something New (feat. Ty Dolla $ign) - Single",1
"Fall","Kool & The Gang ~ Something Special",1
"Fall","The Get Up Kids ~ Something to Write Home About",1
"Fall","Tom The Mail Man ~ Sometimes Sorry Isn't Enough",1
"Fall","John Mayer ~ Songs for Japan",1
"Fall","LMFAO ~ Sorry for Party Rocking",1
"Fall","monte booker ~ Soulection White Label - Monte Booker",1
"Fall","LCD Soundsystem ~ Sound of Silver",1
"Fall","Simon & Garfunkel ~ Sounds of Silence",1
"Fall","Glen Campbell ~ Southern Nights",1
"Fall","Taylor Swift ~ Speak Now",1
"Fall","OutKast ~ Speakerboxxx / The Love Below",1
"Fall","OutKast ~ Speakerboxxx/The Love Below",1
"Fall","Grouplove ~ Spreading Rumours",1
"Fall","Dexys Midnight Runners ~ St. Paddys Day",1
"Fall","Senses Fail ~ Still Searching",1
"Fall","Stillwater Giants ~ Stillwater Giants",1
"Fall","Pacific Air ~ Stop Talking",1
"Fall","OneRepublic ~ Stop and Stare",1
"Fall","N.W.A. ~ Straight Outta Compton",1
"Fall","""""Weird Al"""" Yankovic ~ Straight Outta Lynwood",1
"Fall","Brando Finito ~ Straight in Your Face (feat. Lil Yachty) - Single",1
"Fall","Straylight Run ~ Straylight Run",1
"Fall","Yoko Shimomura ~ Street Fighter II The Definitive Soundtrack",1
"Fall","Liam Payne ~ Strip That Down (feat. Quavo) - Single",1
"Fall","Arctic Monkeys ~ Suck It and See",1
"Fall","Childish Gambino ~ Summer Pack - Single",1
"Fall","Donovan ~ Sunshine Superman",1
"Fall","Feign ~ Super Size - Single",1
"Fall","Jefferson Airplane ~ Surrealistic Pillow",1
"Fall","Eurythmics ~ Sweet Dreams (Are Made of This)",1
"Fall","Gavin DeGraw ~ Sweeter",1
"Fall","The Rolling Stones ~ Sympathy for the Devil (Remix)",1
"Fall","Snoh Aalegra ~ TEMPORARY HIGHS IN THE VIOLET SKIES",1
"Fall","Joey Bada$$ ~ THE REV3NGE - Single",1
"Fall","TWENTY88 ~ TWENTY88",1
"Fall","Dan + Shay ~ Take Me Home For Christmas - Single",1
"Fall","Tyga ~ Taste (feat. Offset) - Single",1
"Fall","Katy Perry ~ Teenage Dream",1
"Fall","Taking Back Sunday ~ Tell All Your Friends (Remastered)",1
"Fall","The Tornados ~ Telstar (Remastered)",1
"Fall","Kennedy Parker ~ Thanks to You - Single",1
"Fall","Them ~ The """"Angry"""" Young Them!",1
"Fall","Wale ~ The Album About Nothing",1
"Fall","Andy Williams ~ The Andy Williams Christmas Album",1
"Fall","The Band Perry ~ The Band Perry",1
"Fall","G-Eazy ~ The Beautiful & Damned",1
"Fall","Chance the Rapper ~ The Big Day",1
"Fall","Kid Cudi ~ The Boy Who Flew To The Moon, Vol. 1",1
"Fall","The Band ~ The Capitol Albums 1968-1977",1
"Fall","Leslie Odom, Jr. ~ The Christmas Album",1
"Fall","Nat """"King"""" Cole ~ The Christmas Song",1
"Fall","YG Hootie ~ The City (feat. Kendrick Lamar) - Single",1
"Fall","AJR ~ The Click",1
"Fall","Busta Rhymes ~ The Coming",1
"Fall","Ben E. King ~ The Complete Atco / Atlantic Singles Vol. 1: 1960-1966",1
"Fall","Barry Manilow ~ The Complete Collection and Then Some...",1
"Fall","The Doors ~ The Doors (50th Anniversary Deluxe Edition)",1
"Fall","Fashawn ~ The Ecology",1
"Fall","Tantric ~ The End Begins",1
"Fall","Blue Oyster Cult ~ The Essential Blue Oyster Cult",1
"Fall","Elvis Presley ~ The Essential Elvis Presley",1
"Fall","Gene Autry ~ The Essential Gene Autry",1
"Fall","Atmosphere ~ The Family Sign",1
"Fall","Europe ~ The Final Countdown",1
"Fall","Pennywise ~ The Fuse",1
"Fall","Queen ~ The Game",1
"Fall","Louis Armstrong ~ The Gospel Train Is Leaving 1930-1945",1
"Fall","Fly Union ~ The Greater Than Club - TGTC",1
"Fall","Bananarama ~ The Greatest Hits Collection (Collector Edition)",1
"Fall","Matt Maeson ~ The Hearse",1
"Fall","The Hollies ~ The Hollies' Greatest Hits",1
"Fall","Michael Jackson ~ The Indispensable Collection",1
"Fall","U2 ~ The Joshua Tree",1
"Fall","The Jazz June ~ The Medicine",1
"Fall","Korn ~ The Path of Totality (Special Edition)",1
"Fall","The Yardbirds ~ The Perfect Valentine's Day Mix",1
"Fall","2 Chainz ~ The Play Don't Care Who Makes It",1
"Fall","Eminem ~ The Slim Shady LP",1
"Fall","Chamillionaire ~ The Sound of Revenge",1
"Fall","Jeru the Damaja ~ The Sun Rises in the East",1
"Fall","Teejayx6 ~ The Swipe Lessons",1
"Fall","P!nk ~ The Truth About Love",1
"Fall","iLoveMemphis ~ The TurnUp Kid",1
"Fall","Cursive ~ The Ugly Organ",1
"Fall","Salt-N-Pepa, En Vogue ~ The Very Best of En Vogue",1
"Fall","Sounds of Blackness ~ The Very Best of Sounds of Blackness",1
"Fall","Lil Uzi Vert ~ The Way Life Goes (Remix) [feat. Nicki Minaj & Oh Wonder] - Single",1
"Fall","Peggy Lee ~ Things Are Swingin'",1
"Fall","Icona Pop ~ This Is... Icona Pop",1
"Fall","Michael Jackson ~ Thriller",1
"Fall","Michael Jackson ~ Thriller (25th Anniversary)",1
"Fall","Michael Buble ~ To Be Loved",1
"Fall","JayTurnTheLightsDown ~ To Pimp a Butterfly [Bonus Track] - Single",1
"Fall","Outasight ~ Tonight Is the Night - Single",1
"Fall","Sense Field ~ Tonight and Forever",1
"Fall","Gunna, Future ~ Too Easy - Single",1
"Fall","Dexys Midnight Runners ~ Too Rye Ay",1
"Fall","Toto ~ Toto",1
"Fall","Mooski ~ Track Star - Single",1
"Fall","No Doubt ~ Tragic Kingdom",1
"Fall","SAINt JHN ~ Trap (feat. Lil Baby) - Single",1
"Fall","2 Chainz ~ Trapavelli Tre'",1
"Fall","Trenchtown ~ Trenchtown",1
"Fall","Ace Hood ~ Trials & Tribulations",1
"Fall","Yelawolf ~ Trunk Muzik 0-60",1
"Fall","Tommy Richman ~ Tu Pax - Single",1
"Fall","The Black Keys ~ Turn Blue",1
"Fall","The Lonely Island ~ Turtleneck & Chain",1
"Fall","Lil Skies ~ Unbothered",1
"Fall","Dr. Dre ~ Uncle Snoop's ""A Black Music Story""",1
"Fall","Justin Bieber ~ Under The Mistletoe",1
"Fall","Kelly Clarkson, Brett Eldredge ~ Under The Mistletoe - Single",1
"Fall","B.o.B ~ Underground Luxury",1
"Fall","Mike Love ~ Unleash the Love",1
"Fall","Smokepurpp ~ Up Now Fuck Next",1
"Fall","The Verve ~ Urban Hymns (Deluxe / Remastered 2016)",1
"Fall","The Verve ~ Urban Hymns (Remastered 2016)",1
"Fall","Maroon 5 ~ V",1
"Fall","Grolok Panicrum ~ Vibing with Ma Biche - Single",1
"Fall","New Politics ~ Vikings",1
"Fall","Depeche Mode ~ Violator",1
"Fall","Lil Uzi Vert, Lil Tecca ~ Virgo World",1
"Fall","Coldplay ~ Viva la Vida or Death and All His Friends",1
"Fall","Royal Philharmonic Orchestra, Jonathan Carney ~ Vivaldi: The Four Seasons - Bach: Brandenburg Concerto No. 3",1
"Fall","JAY-Z ~ Vol. 3: Life and Times of S. Carter",1
"Fall","The OneUps ~ Volume 2",1
"Fall","Billie Eilish ~ WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1
"Fall","The Mowgli's ~ Waiting For the Dawn",1
"Fall","Tiny Meat Gang ~ Walk Man - Single",1
"Fall","NAV ~ Wanted You (feat. Lil Uzi Vert) - Single",1
"Fall","Jazz Cartier ~ Waste - Single",1
"Fall","Ben Folds ~ Way To Normal",1
"Fall","Rae Sremmurd ~ We - Single",1
"Fall","Pentatonix ~ We Need A Little Christmas",1
"Fall","Jason Mraz ~ We Sing. We Dance. We Steal Things",1
"Fall","The Vaccines ~ What Did You Expect from The Vaccines?",1
"Fall","Armor for Sleep ~ What To Do When You Are Dead",1
"Fall","Future, Drake ~ What a Time To Be Alive",1
"Fall","The Cool Kids ~ When Fish Ride Bicycles",1
"Fall","Selena Gomez & The Scene ~ When the Sun Goes Down",1
"Fall","Rick Astley ~ Whenever You Need Somebody",1
"Fall","Whitney Houston ~ Whitney",1
"Fall","Nardo Wick ~ Who is Nardo Wick?",1
"Fall","Sada Baby ~ Whole Lotta Choppas - Single",1
"Fall","Cash Kidd ~ Why Do Fools Fall In Love",1
"Fall","The Greatest Bits ~ Wii Sports Theme (From """"Nintendo Wii"""") - Single",1
"Fall","Taylor Swift ~ Wildest Dreams (Taylor's Version) - Single",1
"Fall","Plain White T's ~ Wonders of the Younger",1
"Fall","Gucci Mane ~ Woptober II",1
"Fall","Marcus Marr, Chet Faker ~ Work",1
"Fall","Lofsky ~ Work (feat. Mick Jenkins) - Single",1
"Fall","Post Malone ~ Wow. - Single",1
"Fall","Kelly Clarkson ~ Wrapped In Red",1
"Fall","Peter Bjorn and John ~ Writer's Block",1
"Fall","Bad Bunny ~ X 100PRE",1
"Fall","Kanye West ~ Ye vs. the People (starring T.I. as the People) - Single",1
"Fall","Vince Staples, Mereba, 6LACK ~ Yo Love (From """"Queen & Slim: The Soundtrack"""") - Single",1
"Fall","645AR ~ Yoga - Single",1
"Fall","Sir Sly ~ You Haunt Me",1
"Fall","Freddie Gibbs ~ You Only Live 2wice",1
"Fall","The Moth & The Flame ~ Young & Unafraid",1
"Fall","MIKA, Ariana Grande ~ Yours Truly",1
"Fall","Jain ~ Zanaka",1
"Fall","Musa Reems ~ Zombies (feat. Mick Jenkins) - Single",1
"Fall","Trilla Kid ~ Zoom - Single",1
"Fall","Clairo ~ diary 001",1
"Fall","EDEN ~ i think you think too much of me",1
"Fall","Soulja Boy Tell 'Em ~ iSouljaBoyTellem",1
"Fall","OneRepublic ~ iTunes Session",1
"Fall","iann dior ~ nothings ever good enough",1
"Fall","Sublime ~ pov: ur on a beach",1
"Fall","whiterosemoxie ~ twotone",1
"Fall","gnash ~ us",1
"Spring","Trippie Redd ~ !",1
"Spring","Mariah Carey ~ #Beautiful (#Hermosa) [Spanglish Version] (feat. Miguel) - Single",1
"Spring","Milla ~ #CamDab - Single",1
"Spring","DJ MoneyMade ~ #YRNWay23",1
"Spring","King Louie ~ 'Til I Meet Selena - Single",1
"Spring","Anderson .Paak ~ 'Til It's Over - Single",1
"Spring","DMX ~ ...And Then There Was X",1
"Spring","100 gecs ~ 1000 gecs",1
"Spring","Adele ~ 19",1
"Spring","Rio Da Yung Og ~ 2 Faced",1
"Spring","Stokeswood ~ 2075",1
"Spring","Mike WiLL Made-It ~ 23 (feat. Miley Cyrus, Wiz Khalifa & Juicy J) - Single",1
"Spring","Bruno Mars ~ 24K Magic",1
"Spring","Ed Sheeran ~ 2step (feat. Lil Baby) - Single",1
"Spring","The Lonely Island ~ 3-Way (The Golden Rule) [feat. Justin Timberlake & Lady GaGa] - Single",1
"Spring","Mike Posner ~ 31 Minutes to Takeoff",1
"Spring","Baka Not Nice ~ 4Milli",1
"Spring","Chief Keef ~ 4NEM",1
"Spring","Nelly ~ 5.0",1
"Spring","UnoTheActivist ~ 8",1
"Spring","Eminem ~ 8 Mile (Music from and Inspired By the Motion Picture)",1
"Spring","88GLAM ~ 88Glam Reloaded",1
"Spring","Cashmere Cat ~ 9",1
"Spring","Aries ~ < FRIENDS (feat. Matt Mems) - Single",1
"Spring","Jonas Brothers ~ A Little Bit Longer",1
"Spring","Trippie Redd ~ A Love Letter To You",1
"Spring","Queen ~ A Night at the Opera",1
"Spring","Jackson 5 ~ ABC",1
"Spring","Focus ~ AM / PM",1
"Spring","Lady Gaga ~ ARTPOP",1
"Spring","Swedish House Mafia ~ Aftercluv Dancelab the Drop, Vol. 1",1
"Spring","Kozad ~ Aftertaste - Single",1
"Spring","Funkadelic ~ Ain't That Funkin' Kinda Hard on You? (We Ain't Neva Gonna Stop Remix) [feat. Kendrick Lamar & Ice Cube] - Single",1
"Spring","LunchMoney Lewis ~ Ain't Too Cool - Single",1
"Spring","Traphik, G Seven, Andrew Garcia ~ Airplanes & Terminals - Single",1
"Spring","Lea Salonga, Brad Kane ~ Aladdin (Original Motion Picture Soundtrack)",1
"Spring","2Pac ~ All Eyez On Me",1
"Spring","Chris Miles ~ All My People - Single",1
"Spring","Michael Franti & Spearhead ~ All Rebel Rockers",1
"Spring","Florida Georgia Line, Bebe Rexha ~ All Your Fault, Pt. 2",1
"Spring","Passenger ~ All the Little Lights",1
"Spring","Ina-P, DJ Inappropriate ~ Allahu Akbar - Single",1
"Spring","Jazz Cartier ~ Always up to Something - Single",1
"Spring","Five Finger Death Punch ~ American Capitalist",1
"Spring","Anarbor ~ Anarbor",1
"Spring","GoldLink ~ And After That, We Didn't Talk",1
"Spring","Kenny Mason ~ Angelic Hoodrat",1
"Spring","Neon Trees ~ Animal",1
"Spring","Lecrae ~ Anomaly",1
"Spring","Knxwledge ~ Anthology",1
"Spring","Billy Idol ~ Anthology (2003 Remaster)",1
"Spring","Sam.Sts ~ Applesauce - Single",1
"Spring","Grimes ~ Art Angels",1
"Spring","Alicia Keys ~ As I Am",1
"Spring","FUTURISTIC ~ As Seen on the Internet",1
"Spring","Etta James ~ At Last!",1
"Spring","The Black Keys ~ Attack & Release",1
"Spring","Beyonce ~ B'Day",1
"Spring","2 Chainz ~ B.O.A.T.S. II #METIME",1
"Spring","Jessie Reyez ~ BEFORE LOVE CAME TO KILL US",1
"Spring","Big Boi ~ BOOMIVERSE",1
"Spring","Big Time Rush ~ BTR",1
"Spring","Bhad Bhabie ~ Babyface Savage (feat. Tory Lanez) - Single",1
"Spring","Chief Keef ~ Back from the Dead 2",1
"Spring","NAV ~ Bad Habits",1
"Spring","Troy Ave ~ Badass - Single",1
"Spring","Lil LimaBean, Lil Barnacle ~ Barnacle Classics",1
"Spring","Ludacris ~ Battle of the Sexes",1
"Spring","Landon Cube ~ Beachtown - Single",1
"Spring","Nicki Minaj, Lil Wayne, Drake ~ Beam Me Up Scotty",1
"Spring","Yvng Mickey ~ Beatbox 2 - Single",1
"Spring","Free Nationals ~ Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra) - Single",1
